dataId,label,accX,accY,accZ,gyroX,gyroY,gyroZ
5,LeftRight,-3.0532,9.9685,7.858,231.3389,-437.965,-1936.5192
5,LeftRight,-2.1679,12.2465,8.1165,350.7839,-94.0458,-1470.4092
5,LeftRight,-2.0865,11.0166,4.6995,210.0584,31.5774,-1304.9711
5,LeftRight,-1.5553,11.3898,5.0154,128.369,-190.1509,-1230.1462
5,LeftRight,-1.3496,12.5767,5.5466,61.7819,-155.1412,-974.0946
5,LeftRight,-1.1581,13.9645,6.7238,81.6894,40.5015,-588.301
5,LeftRight,-1.0768,12.7872,7.3508,8.2376,-32.2639,-313.0283
5,LeftRight,-0.9619,11.9593,7.9633,-98.851,-53.5443,-78.2571
5,LeftRight,-0.7896,11.2223,7.7815,-144.1578,24.7128,137.2931
5,LeftRight,-0.5456,10.5332,8.4658,-71.3924,99.5375,363.8267
5,LeftRight,-0.3111,10.1312,8.2457,-51.4849,94.7322,486.0176
5,LeftRight,-0.4499,10.6576,7.9537,-10.297,154.4547,681.6603
5,LeftRight,-0.5073,11.4042,8.0877,19.9075,197.0156,893.0916
5,LeftRight,-0.8423,12.1412,8.2026,17.8481,222.4148,1118.9387
5,LeftRight,-1.3878,13.0457,6.9105,-32.2639,242.3223,1261.0371
5,LeftRight,-2.4885,13.8975,6.6808,-121.5044,291.0614,1517.0887
5,LeftRight,-3.1537,14.3952,6.9823,-264.2892,346.6651,1922.1034
5,LeftRight,-3.3308,12.7394,7.1641,-358.335,372.7508,2448.6226
5,LeftRight,-3.417,8.5041,7.6666,-487.3905,381.6748,2804.2117
5,LeftRight,-4.1827,3.2064,6.5659,-513.4762,359.7079,2815.8816
5,LeftRight,-4.4985,0.8423,6.5276,-522.4003,444.8297,2538.5493
5,LeftRight,-4.8239,2.6752,5.1924,-426.9816,650.0828,2780.1853
5,LeftRight,-5.1685,3.5079,7.2885,-269.7809,853.9631,3069.8738
5,LeftRight,-5.8911,-0.4546,9.5139,-94.0458,892.4052,3360.9351
5,LeftRight,-6.1974,-9.2124,10.4375,122.1909,885.5405,2746.5486
5,LeftRight,-4.3358,-12.0455,13.0505,117.3856,851.2173,1725.0879
5,LeftRight,-3.3356,-7.7049,14.0411,-384.4207,615.7596,1367.4393
5,LeftRight,-3.4074,-5.5753,12.0359,-488.7635,337.0546,1284.377
5,LeftRight,-3.8285,-6.4032,11.4281,-208.6855,231.3389,1077.0645
5,LeftRight,-3.4074,-8.9204,11.2654,28.8316,218.9825,571.8258
5,LeftRight,-2.5077,-6.5324,12.2034,-84.4353,100.224,85.8082
5,LeftRight,-1.943,-2.7565,11.8445,-223.7878,-21.9669,-21.2804
5,LeftRight,-1.34,-1.6367,10.6337,-189.4645,-85.1217,-7.5511
5,LeftRight,-0.5599,-1.1773,9.4708,-45.9932,-75.5112,-18.5346
5,LeftRight,0,-0.6891,9.0209,35.0097,-19.9075,-40.5015
5,LeftRight,0.2536,-0.4307,9.4708,9.6105,23.3398,-91.2999
6,UpDown,0.6748,-6.3362,7.0445,100.224,-118.7585,93.3593
6,UpDown,0.469,-7.3699,6.6664,152.3953,-166.8111,118.7585
6,UpDown,0.2489,-8.0638,5.9486,67.2736,-94.0458,36.3827
6,UpDown,0.2154,-7.8245,6.1017,-15.1022,-12.3564,-16.4752
6,UpDown,0.268,-7.7432,6.3649,-28.8316,-21.9669,-46.6797
6,UpDown,0.3494,-7.389,6.3697,-37.0691,-6.1782,-13.7293
6,UpDown,0.5121,-7.7767,6.2548,-13.7293,-35.6962,-23.3398
6,UpDown,0.6173,-7.6187,6.0969,-43.2473,27.4586,-24.7128
6,UpDown,0.7035,-7.4273,6.7334,-25.3992,22.6534,-18.5346
6,UpDown,0.7705,-7.2072,6.9248,52.1714,-59.7225,47.3661
6,UpDown,0.7178,-8.1069,6.3218,59.036,-43.9338,-170.2435
6,UpDown,0.9141,-7.7432,6.3362,7.5511,19.9075,-31.5774
6,UpDown,1.206,-7.6379,6.5133,56.2902,37.0691,20.594
6,UpDown,1.3065,-9.0018,6.6281,92.6728,151.7089,35.6962
6,UpDown,1.3783,-11.0692,8.662,69.333,444.8297,-64.5278
6,UpDown,1.6128,-11.3181,15.1561,243.0088,696.7625,286.2561
6,UpDown,-1.2682,-19.2431,24.2584,314.4012,339.114,394.7177
6,UpDown,-7.3938,-28.0008,28.1396,391.9718,-668.6174,-1102.4636
6,UpDown,-7.8245,-15.3332,22.5021,1368.8123,-2534.4307,-1869.2456
6,UpDown,-6.6568,-12.2943,9.7101,1431.967,-3011.5242,-1318.0137
6,UpDown,-7.279,-16.5918,5.8768,928.7878,-2655.2488,-2058.0237
6,UpDown,-6.7478,-9.0832,3.0006,711.1782,-2789.1094,-2694.3772
6,UpDown,-2.2397,1.7898,-3.5797,1000.1802,-3001.9136,-2377.23
6,UpDown,1.3208,6.1591,-11.4999,1256.9183,-2547.4734,-1223.968
6,UpDown,2.8714,3.8668,-14.7063,536.1295,-1007.0449,-703.6271
6,UpDown,3.4983,2.8283,-10.3561,48.739,118.7585,-357.6485
6,UpDown,3.3978,4.2688,-4.8431,10.297,524.4597,-192.2103
6,UpDown,3.3021,5.7141,-3.7089,269.0945,442.0838,298.6125
6,UpDown,3.0102,0.4259,-3.8285,135.9202,773.6466,202.5073
6,UpDown,2.8714,2.613,-1.072,-232.0253,1175.2289,-54.2308
6,UpDown,3.8524,6.8004,1.9908,-208.6855,1094.9125,303.4178
6,UpDown,3.594,5.8289,1.7085,-212.1178,1127.8629,867.006
6,UpDown,2.0818,-0.6365,4.8,-596.5386,1385.9739,949.3818
6,UpDown,1.6319,-2.5507,7.8867,-888.2864,1199.2552,619.8784
6,UpDown,2.2062,1.4836,7.3173,-915.745,816.2075,926.042
6,UpDown,2.857,1.005,2.68,-622.6242,559.4694,1632.415
6,UpDown,1.5697,-7.1976,-0.3159,-777.0789,1114.8199,1682.5271
6,UpDown,0.1101,-11.3085,4.8718,-1201.3147,1693.5105,1237.0109
6,UpDown,-0.2728,-11.6148,8.3414,-1257.6049,1594.6594,779.8248
6,UpDown,-0.1579,-8.1691,10.3466,-1107.9553,1451.188,1013.9095
6,UpDown,-0.8806,-12.7346,12.725,-794.2406,1050.2922,1313.8949
6,UpDown,-2.2445,-17.7308,13.2562,-584.1821,858.7684,814.8345
6,UpDown,-2.4837,-17.4341,14.3139,-508.6709,598.598,184.6592
6,UpDown,-1.5888,-11.7153,14.3856,-357.6485,169.557,94.0458
6,UpDown,-1.3304,-11.6435,12.0885,-192.2103,-67.2736,189.4645
6,UpDown,-1.2299,-12.3183,11.1075,-215.5502,-104.3428,-52.1714
6,UpDown,-0.4834,-10.1647,9.8489,-176.4216,-235.4577,-176.4216
6,UpDown,0.3876,-8.2744,8.1452,-65.9007,-374.8102,-120.1315
6,UpDown,0.9428,-8.1643,5.4556,70.0195,-356.2756,-93.3593
6,UpDown,1.273,-7.0397,4.7665,70.7059,-162.6923,17.8481
7,UpDown,-3.4505,-6.2788,7.6953,-105.0292,76.8841,8.9241
7,UpDown,-3.4839,-6.3027,7.9011,28.8316,-88.554,52.1714
7,UpDown,-3.6467,-6.5898,7.1737,82.3759,-163.3788,32.2639
7,UpDown,-3.6323,-6.7334,6.6951,34.3233,-109.148,6.1782
7,UpDown,-3.4217,-6.7382,6.81,-38.4421,-40.5015,-54.2308
7,UpDown,-3.0102,-6.1543,7.0253,-10.9834,-62.4684,-55.6037
7,UpDown,-2.7517,-5.7332,6.853,35.0097,-88.554,28.1451
7,UpDown,-2.7948,-6.3793,6.6808,67.2736,-84.4353,28.8316
7,UpDown,-2.9815,-6.518,6.5898,13.7293,-11.6699,-12.3564
